EmployeeId,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
1275,43,No,Travel_Frequently,27,Life Sciences,High,High,2,Manufacturing Director,Low,Married,10820,No,1,18,Excellent,8,7,1
1276,32,No,Travel_Rarely,29,Life Sciences,High,Medium,0,Laboratory Technician,Medium,Single,2837,No,0,6,Excellent,6,2,1
1277,47,No,Travel_Rarely,2,Medical,Low,High,3,Research Director,High,Married,17169,No,2,26,Outstanding,20,17,6
1278,51,No,Travel_Rarely,11,Technical Degree,Very High,Medium,3,Manufacturing Director,Medium,Single,13142,No,0,29,Good,5,2,3
1279,46,No,Travel_Rarely,7,Medical,Very High,High,2,Manufacturing Director,High,Divorced,10845,No,1,13,Excellent,8,7,7
1280,44,Yes,Travel_Rarely,1,Medical,Medium,Medium,2,Human Resources,Low,Married,10482,No,1,24,Excellent,20,6,6
1281,29,No,Travel_Rarely,1,Life Sciences,Very High,Medium,3,Research Director,Very High,Divorced,16124,No,2,9,Good,7,7,7
1282,46,No,Travel_Rarely,1,Marketing,Medium,High,2,Sales Executive,Low,Divorced,10453,No,3,24,Excellent,24,13,7
1283,48,No,Travel_Frequently,4,Medical,High,Medium,3,Manager,Very High,Married,15202,No,1,23,Excellent,2,2,2
1284,40,No,Non-Travel,8,Life Sciences,Very High,High,1,Healthcare Representative,Very High,Divorced,4069,Yes,0,8,Excellent,2,2,2
1285,29,Yes,Travel_Rarely,1,Medical,Medium,Medium,0,Sales Representative,High,Divorced,2800,Yes,3,5,Excellent,3,2,2
1286,40,No,Travel_Rarely,2,Marketing,Very High,High,1,Sales Executive,Medium,Divorced,5715,No,2,8,Excellent,5,4,3
1287,30,Yes,Travel_Frequently,26,Marketing,High,Medium,1,Sales Executive,Low,Single,6696,No,0,9,Good,6,3,1
1288,42,No,Travel_Rarely,1,Life Sciences,Very High,Medium,1,Manufacturing Director,Very High,Married,6062,Yes,1,8,Excellent,4,3,2
1289,41,No,Non-Travel,2,Other,Low,Medium,1,Healthcare Representative,High,Single,6811,Yes,0,10,Excellent,8,7,7
1290,42,No,Non-Travel,23,Life Sciences,Very High,Medium,1,Research Scientist,High,Single,4332,No,0,20,Excellent,20,9,7
1291,42,No,Non-Travel,2,Life Sciences,High,High,3,Manager,High,Married,17861,Yes,0,21,Good,20,8,10
1292,25,No,Travel_Rarely,13,Medical,Medium,High,0,Sales Representative,High,Married,2096,No,0,7,Excellent,7,4,6
1293,32,No,Travel_Frequently,10,Life Sciences,Low,High,0,Research Scientist,High,Married,3433,No,1,10,Good,5,2,3
1294,43,No,Travel_Frequently,2,Life Sciences,Low,High,1,Sales Executive,Very High,Married,5675,No,1,7,Excellent,7,7,7
1295,26,No,Travel_Rarely,1,Life Sciences,Medium,Medium,0,Research Scientist,High,Married,2933,Yes,1,1,Good,1,0,0
1296,38,No,Travel_Rarely,2,Medical,High,High,1,Manufacturing Director,Medium,Married,4855,No,2,7,Excellent,5,2,4
1297,31,Yes,Travel_Rarely,13,Medical,Medium,High,1,Sales Executive,Low,Divorced,4233,No,0,9,Low,3,1,2
1298,27,No,Travel_Rarely,4,Life Sciences,Medium,Very High,1,Manufacturing Director,Medium,Married,6142,Yes,1,6,Excellent,6,2,3
1299,41,No,Travel_Rarely,6,Medical,Very High,Medium,1,Manufacturing Director,Medium,Single,6032,Yes,0,8,Excellent,5,4,2
1300,36,No,Travel_Rarely,2,Life Sciences,High,High,1,Manufacturing Director,Medium,Single,5410,Yes,0,18,Excellent,16,14,12
1301,38,No,Travel_Frequently,12,Life Sciences,Low,Medium,1,Healthcare Representative,Low,Divorced,6288,No,1,13,Good,4,3,2
1302,35,No,Travel_Rarely,1,Life Sciences,Very High,Very High,0,Research Scientist,High,Single,2506,No,0,7,Excellent,2,2,2
1303,45,No,Non-Travel,9,Life Sciences,Medium,Medium,1,Sales Executive,High,Married,5593,No,1,15,Excellent,15,10,12
1304,47,No,Travel_Frequently,3,Medical,Very High,High,3,Sales Executive,High,Divorced,13770,Yes,2,28,Good,22,2,13
1305,56,No,Travel_Rarely,4,Technical Degree,Very High,High,4,Manager,Low,Divorced,19943,No,1,28,Excellent,5,2,2
1306,32,No,Travel_Rarely,1,Medical,Medium,Medium,0,Sales Representative,Medium,Married,2269,No,1,3,Excellent,2,2,2
1307,59,No,Non-Travel,2,Human Resources,High,Medium,4,Manager,Very High,Married,18844,No,1,30,Excellent,3,2,2
1308,28,Yes,Travel_Rarely,1,Life Sciences,Low,Low,0,Research Scientist,Medium,Single,2216,Yes,0,10,Excellent,7,7,7
1309,50,Yes,Travel_Frequently,1,Other,Very High,High,1,Sales Executive,High,Single,4728,Yes,0,5,Excellent,0,0,0
1310,30,No,Travel_Rarely,2,Medical,High,Medium,1,Manufacturing Director,Very High,Single,6877,Yes,0,12,Good,0,0,0
1311,30,No,Travel_Rarely,9,Medical,Very High,Medium,0,Laboratory Technician,High,Single,2206,No,0,10,Excellent,10,0,8
1312,30,No,Travel_Rarely,9,Medical,Medium,High,0,Sales Representative,Very High,Single,1081,No,0,1,Good,1,0,0
1313,21,No,Non-Travel,9,Medical,Low,High,0,Sales Representative,Very High,Single,2610,No,0,3,Good,3,2,2
1314,35,Yes,Travel_Rarely,14,Other,High,Medium,0,Laboratory Technician,Medium,Divorced,3743,Yes,1,5,Low,4,2,2
1315,40,No,Travel_Rarely,10,Life Sciences,Very High,Very High,0,Laboratory Technician,High,Married,2213,Yes,1,10,Excellent,7,7,7
1316,31,No,Travel_Rarely,29,Marketing,Low,Medium,1,Sales Executive,Very High,Married,5468,No,2,13,Excellent,12,7,7
1317,56,No,Travel_Rarely,9,Medical,High,High,3,Healthcare Representative,Very High,Married,11103,No,0,30,Good,10,7,1
1318,44,No,Travel_Frequently,1,Medical,High,High,0,Research Scientist,Medium,Divorced,2342,Yes,3,6,Good,5,3,3
1319,46,No,Travel_Rarely,15,Life Sciences,Very High,High,4,Research Director,Medium,Married,19081,No,1,25,Excellent,4,2,3
1320,40,No,Travel_Rarely,19,Medical,High,High,1,Laboratory Technician,Very High,Married,2741,Yes,1,15,Outstanding,7,2,7
1321,46,No,Travel_Rarely,5,Medical,Medium,High,1,Human Resources,Medium,Divorced,5021,Yes,1,16,Excellent,4,2,2
1322,35,No,Travel_Rarely,1,Marketing,High,Medium,1,Sales Executive,Low,Single,4312,No,0,16,Excellent,15,13,8
1323,40,No,Travel_Frequently,9,Medical,Medium,High,2,Research Director,High,Single,13499,No,0,20,Good,18,7,13
1324,36,No,Non-Travel,8,Life Sciences,Low,Very High,2,Research Director,Low,Married,11713,No,1,10,Excellent,8,7,5
1325,43,No,Travel_Rarely,6,Medical,Low,Medium,1,Research Scientist,High,Single,4081,Yes,0,20,Low,20,7,8
1326,31,No,Travel_Frequently,5,Marketing,Very High,High,0,Sales Representative,Medium,Divorced,2789,No,1,2,Good,2,2,2
1327,36,No,Travel_Rarely,13,Human Resources,High,High,0,Human Resources,Medium,Married,2143,No,1,8,Excellent,5,2,4
1328,36,No,Travel_Rarely,1,Technical Degree,High,Low,2,Manufacturing Director,Low,Divorced,10252,Yes,1,17,Excellent,7,7,7
1329,45,No,Travel_Rarely,2,Technical Degree,Medium,Low,1,Sales Representative,High,Single,6632,No,0,9,Excellent,8,7,1
1330,27,No,Non-Travel,3,Medical,High,Medium,0,Research Scientist,High,Divorced,2566,Yes,1,1,Good,1,1,1
1331,51,No,Travel_Rarely,6,Life Sciences,Low,High,4,Research Director,High,Single,19537,No,0,23,Excellent,20,18,15
1332,53,No,Travel_Frequently,2,Marketing,High,Medium,2,Sales Executive,Medium,Married,7525,No,1,30,Excellent,15,7,12
1333,31,Yes,Travel_Frequently,20,Life Sciences,Low,High,2,Healthcare Representative,High,Married,9824,No,0,12,Excellent,1,0,0
1334,35,No,Travel_Rarely,27,Medical,High,Medium,0,Research Scientist,Low,Single,2559,No,0,6,Good,6,5,1
1335,27,No,Travel_Rarely,11,Life Sciences,Medium,High,0,Laboratory Technician,Low,Married,2099,No,0,6,Outstanding,5,0,4
1336,27,No,Travel_Rarely,1,Medical,Very High,High,0,Laboratory Technician,Medium,Divorced,3816,No,1,5,Excellent,5,2,4
1337,34,No,Travel_Rarely,2,Life Sciences,Very High,Medium,1,Manufacturing Director,Low,Married,5957,No,1,13,Excellent,11,9,9
1338,38,No,Travel_Frequently,6,Life Sciences,Low,Medium,1,Manufacturing Director,High,Married,5321,No,1,10,Excellent,8,3,7
1339,24,No,Travel_Rarely,3,Other,Low,High,1,Sales Executive,High,Married,4999,No,1,4,Good,3,2,2
1340,44,No,Travel_Rarely,28,Life Sciences,Very High,High,3,Research Director,Low,Married,16328,No,1,24,Outstanding,20,6,17
1341,43,No,Travel_Rarely,15,Life Sciences,High,Medium,3,Research Director,High,Married,17603,No,1,14,Excellent,14,10,11
1342,38,No,Travel_Frequently,7,Life Sciences,Very High,Very High,0,Research Scientist,High,Divorced,2610,No,3,4,Excellent,4,2,3
1343,33,No,Travel_Rarely,16,Life Sciences,Low,High,2,Sales Executive,Low,Single,8564,Yes,0,11,Good,0,0,0
1344,41,No,Non-Travel,10,Medical,High,Low,1,Sales Executive,Medium,Single,6151,No,0,19,Excellent,19,2,9
1345,46,No,Travel_Rarely,2,Technical Degree,High,Low,3,Manager,Medium,Married,16872,Yes,1,28,Good,7,7,7
1346,42,No,Travel_Rarely,2,Medical,High,Medium,0,Laboratory Technician,Medium,Married,4841,No,1,4,Excellent,1,0,0
1347,30,No,Travel_Rarely,12,Technical Degree,Medium,High,1,Sales Executive,High,Single,6577,No,0,6,Excellent,5,4,4
1348,46,No,Travel_Rarely,1,Medical,Very High,High,4,Research Director,Very High,Divorced,19627,No,2,23,Excellent,2,2,2
1349,36,No,Travel_Rarely,2,Other,Very High,High,1,Research Scientist,Medium,Married,6962,Yes,1,15,Excellent,1,0,0
1350,27,No,Travel_Rarely,7,Medical,Very High,Medium,1,Healthcare Representative,Low,Single,6811,No,0,9,Low,7,6,7
1351,32,No,Travel_Frequently,2,Life Sciences,Very High,High,1,Research Scientist,High,Single,4998,Yes,0,10,Excellent,8,7,7
1352,21,No,Travel_Rarely,5,Medical,High,High,0,Research Scientist,Very High,Single,3117,No,0,3,Excellent,2,2,2
1353,41,No,Travel_Rarely,6,Life Sciences,Very High,High,2,Manager,Very High,Single,13591,Yes,0,16,Excellent,1,0,0
1354,21,Yes,Travel_Frequently,1,Technical Degree,Low,Medium,0,Sales Representative,Medium,Single,2174,Yes,0,3,Excellent,3,2,2
1355,34,No,Travel_Frequently,1,Other,Very High,High,0,Research Scientist,Low,Divorced,2996,No,2,10,Excellent,4,3,3
1356,36,No,Travel_Frequently,18,Life Sciences,High,Very High,0,Laboratory Technician,Very High,Married,3688,No,2,4,Excellent,1,0,0
1357,34,No,Travel_Frequently,2,Marketing,High,High,0,Sales Representative,High,Married,2231,No,1,6,Excellent,4,3,2
1358,38,No,Travel_Rarely,18,Medical,Medium,Low,1,Healthcare Representative,Very High,Married,5811,Yes,1,15,Excellent,1,0,0
1359,26,Yes,Travel_Rarely,25,Life Sciences,Low,Low,0,Laboratory Technician,High,Single,2293,No,0,1,Good,1,0,1
1360,38,No,Travel_Frequently,2,Medical,Very High,Medium,0,Laboratory Technician,Medium,Single,2440,No,0,4,Excellent,4,3,3
1361,48,No,Travel_Rarely,2,Technical Degree,Very High,Very High,0,Laboratory Technician,Medium,Single,2559,No,0,7,Good,1,0,0
1362,53,No,Travel_Rarely,13,Medical,Very High,Very High,1,Manufacturing Director,Low,Divorced,4450,No,2,5,Excellent,4,2,3
1363,39,No,Travel_Rarely,21,Life Sciences,Low,Medium,1,Sales Executive,Very High,Married,6120,Yes,2,8,Outstanding,5,4,4
1364,32,No,Travel_Rarely,2,Marketing,High,Medium,1,Sales Executive,Medium,Single,9907,Yes,0,7,Good,2,2,2
1365,34,No,Travel_Frequently,9,Life Sciences,Very High,High,1,Laboratory Technician,Low,Married,5346,No,1,11,Good,7,1,7
1366,38,No,Travel_Frequently,8,Medical,Very High,Medium,1,Research Scientist,Medium,Divorced,2133,Yes,1,20,Excellent,20,11,7
1367,34,No,Travel_Rarely,1,Life Sciences,Medium,High,1,Research Scientist,Very High,Married,5484,No,1,9,Good,2,2,1
1368,31,No,Travel_Rarely,8,Life Sciences,Low,High,2,Sales Executive,Very High,Divorced,10793,No,1,13,Excellent,13,7,9
1369,27,No,Travel_Frequently,2,Life Sciences,Very High,Low,1,Sales Executive,Very High,Single,5071,No,0,8,Excellent,6,2,0
1370,45,No,Travel_Rarely,9,Marketing,Very High,High,2,Sales Executive,Low,Divorced,10761,Yes,1,18,Excellent,5,4,2
1371,32,No,Travel_Frequently,7,Life Sciences,Medium,Very High,0,Laboratory Technician,Medium,Married,2794,No,0,5,Low,5,1,3
1372,56,No,Travel_Rarely,7,Life Sciences,Very High,Low,2,Manufacturing Director,Very High,Single,7260,No,0,37,Good,6,4,2
1373,51,No,Travel_Rarely,7,Medical,Medium,Medium,1,Manufacturing Director,High,Married,6132,No,0,10,Excellent,1,0,0
1374,50,No,Travel_Rarely,2,Medical,High,High,3,Research Director,High,Married,17639,No,0,30,Excellent,4,3,3
1375,28,No,Travel_Rarely,3,Medical,Very High,High,2,Manufacturing Director,Medium,Divorced,7655,No,3,10,Good,9,7,7
1376,33,Yes,Travel_Frequently,29,Medical,Low,Medium,1,Research Scientist,High,Single,4508,No,0,14,Excellent,13,7,8
1377,29,Yes,Travel_Rarely,10,Life Sciences,Very High,Medium,0,Research Scientist,Low,Single,2404,Yes,0,3,Excellent,0,0,0
1378,41,No,Travel_Rarely,7,Medical,Very High,High,1,Manufacturing Director,High,Single,5003,No,0,8,Excellent,2,2,1
1379,52,Yes,Travel_Rarely,8,Medical,High,Medium,1,Research Scientist,Medium,Married,4941,No,0,11,Good,8,2,7
1380,22,Yes,Travel_Frequently,3,Life Sciences,High,Medium,0,Research Scientist,Very High,Married,2853,Yes,1,1,Excellent,0,0,0
1381,35,No,Travel_Rarely,27,Life Sciences,Very High,High,1,Manufacturing Director,High,Married,6883,No,1,17,Excellent,7,7,7
1382,28,No,Travel_Rarely,19,Medical,Very High,Medium,0,Laboratory Technician,Low,Married,3196,No,3,6,Excellent,6,5,3
1383,27,No,Travel_Rarely,2,Medical,Low,Very High,1,Sales Executive,High,Single,6500,No,0,9,Good,8,7,7
1384,27,No,Travel_Rarely,3,Medical,Low,Medium,0,Research Scientist,Very High,Single,2045,No,0,5,Excellent,4,2,1
1385,47,No,Travel_Frequently,4,Medical,Medium,High,1,Sales Representative,High,Single,2976,No,0,5,Excellent,0,0,0
1386,27,No,Travel_Rarely,8,Medical,Medium,Very High,0,Research Scientist,High,Married,3517,No,0,5,Excellent,3,2,2
1387,44,No,Non-Travel,23,Medical,Medium,High,1,Laboratory Technician,Medium,Married,2042,No,1,17,Outstanding,3,2,2
1388,33,No,Non-Travel,2,Marketing,Very High,High,1,Sales Executive,Medium,Single,5147,No,0,13,Good,11,7,7
1389,33,No,Travel_Rarely,14,Medical,Very High,High,0,Research Scientist,Medium,Married,2756,No,1,8,Excellent,8,7,6
1390,28,No,Travel_Rarely,29,Life Sciences,High,Low,1,Manufacturing Director,Medium,Married,6549,No,2,8,Good,8,6,7
1391,35,No,Travel_Rarely,2,Life Sciences,High,Medium,2,Manufacturing Director,Medium,Divorced,10274,No,1,15,Outstanding,7,7,4
1392,35,No,Travel_Rarely,28,Life Sciences,Medium,Medium,0,Sales Representative,High,Married,2430,No,2,6,Excellent,5,3,2
1393,47,No,Travel_Rarely,2,Life Sciences,Medium,Very High,3,Manager,Medium,Divorced,15972,No,3,29,Excellent,3,2,2
1394,45,No,Travel_Rarely,6,Other,Very High,High,2,Research Director,Low,Married,13245,Yes,0,17,Outstanding,0,0,0
1395,35,No,Travel_Rarely,25,Medical,High,High,2,Healthcare Representative,High,Divorced,10388,Yes,1,16,Good,16,10,1
1396,34,No,Travel_Rarely,5,Medical,High,Medium,2,Manager,Low,Single,11631,No,0,14,Excellent,11,10,8
1397,36,No,Non-Travel,9,Life Sciences,Low,Very High,0,Laboratory Technician,Medium,Married,2810,No,0,5,Excellent,5,4,2
1398,24,No,Travel_Rarely,4,Medical,Very High,High,1,Sales Executive,High,Married,4162,Yes,2,5,Excellent,5,4,3
1399,33,No,Travel_Rarely,21,Medical,Medium,Very High,0,Laboratory Technician,Medium,Married,2028,No,3,14,Excellent,14,11,13
1400,26,Yes,Travel_Rarely,4,Marketing,Very High,Medium,1,Sales Executive,Very High,Single,5828,Yes,0,8,Excellent,8,7,4
1401,32,No,Travel_Rarely,2,Marketing,High,High,1,Sales Executive,Medium,Married,4078,Yes,3,4,Good,3,2,2
1402,43,No,Travel_Rarely,2,Medical,Very High,Very High,0,Research Scientist,High,Divorced,2645,No,2,6,Good,5,3,4
1403,34,No,Travel_Rarely,19,Medical,Medium,High,0,Laboratory Technician,Very High,Divorced,2661,No,1,3,Excellent,2,2,2
1404,37,No,Travel_Rarely,3,Other,Very High,High,1,Healthcare Representative,Medium,Single,4107,No,0,8,Good,4,3,1
1405,32,No,Travel_Rarely,4,Life Sciences,High,Medium,1,Manufacturing Director,High,Married,6162,No,1,14,Excellent,14,13,8
1406,31,No,Travel_Rarely,2,Human Resources,Low,Medium,1,Human Resources,Low,Married,6410,No,0,9,Excellent,2,2,0
1407,33,No,Non-Travel,16,Life Sciences,High,High,1,Sales Executive,Very High,Divorced,5368,Yes,1,7,Excellent,6,5,2
1408,39,No,Travel_Rarely,6,Medical,Very High,Very High,2,Sales Executive,High,Married,8237,No,1,11,Excellent,7,6,6
1409,49,No,Travel_Rarely,11,Marketing,Very High,High,1,Sales Executive,Very High,Single,4507,No,0,8,Outstanding,5,1,4
1410,25,No,Non-Travel,5,Life Sciences,Medium,Very High,1,Healthcare Representative,Low,Divorced,4000,No,2,6,Excellent,6,3,5
1411,30,No,Travel_Rarely,4,Medical,High,Medium,1,Sales Executive,Medium,Divorced,5209,Yes,3,11,Good,11,8,7
1412,34,No,Travel_Rarely,7,Technical Degree,Medium,High,0,Sales Representative,High,Married,2308,Yes,1,12,Excellent,11,10,7
1413,39,No,Travel_Rarely,12,Medical,Very High,High,1,Manufacturing Director,Medium,Married,5295,No,0,7,Excellent,5,4,0
1414,28,Yes,Travel_Frequently,1,Medical,Low,Medium,0,Laboratory Technician,Medium,Divorced,2596,No,2,1,Excellent,1,0,0
1415,48,No,Travel_Rarely,10,Life Sciences,Very High,Medium,4,Research Director,Medium,Married,19665,No,0,29,Excellent,22,10,9
1416,35,No,Travel_Rarely,25,Technical Degree,Very High,Medium,2,Manufacturing Director,Medium,Married,10903,No,0,16,Excellent,13,10,8
1417,41,No,Travel_Rarely,6,Marketing,Very High,High,2,Sales Executive,High,Single,9241,No,0,10,Excellent,10,8,7
1418,33,No,Travel_Rarely,5,Life Sciences,Very High,Medium,2,Healthcare Representative,Very High,Divorced,7119,No,1,9,Excellent,3,2,2
1419,30,No,Travel_Rarely,5,Marketing,Very High,Medium,1,Sales Executive,High,Divorced,6118,No,3,10,Excellent,10,9,2
1420,24,No,Non-Travel,9,Life Sciences,High,Medium,0,Laboratory Technician,Medium,Divorced,2694,No,3,1,Excellent,1,0,0
1421,45,No,Non-Travel,4,Life Sciences,High,High,1,Laboratory Technician,Medium,Married,4447,No,0,9,Good,9,7,8
1422,25,No,Travel_Rarely,28,Life Sciences,Low,Medium,1,Sales Executive,High,Married,8639,No,0,6,Excellent,2,2,2
1423,35,No,Travel_Rarely,1,Medical,Medium,Medium,0,Research Scientist,High,Single,2859,No,0,6,Excellent,6,4,4
1424,48,No,Travel_Rarely,20,Medical,Very High,High,0,Research Scientist,High,Married,2259,No,2,13,Good,0,0,0
1425,40,No,Travel_Rarely,6,Medical,High,High,3,Manager,Very High,Single,16437,Yes,0,21,Excellent,21,7,7
1426,53,No,Travel_Rarely,5,Other,High,High,4,Manager,High,Divorced,19094,No,1,26,Good,14,13,8
1427,31,No,Travel_Rarely,7,Life Sciences,Medium,Medium,0,Sales Representative,High,Married,2329,No,0,13,Outstanding,7,7,2
1428,35,No,Non-Travel,8,Life Sciences,High,High,1,Healthcare Representative,High,Married,4148,No,1,15,Excellent,14,11,9
1429,58,No,Travel_Rarely,23,Life Sciences,Low,High,0,Research Scientist,High,Divorced,2372,No,2,2,Excellent,2,2,2
1430,38,No,Travel_Rarely,9,Life Sciences,Medium,High,0,Research Scientist,Very High,Divorced,4771,No,2,10,Outstanding,5,2,3
1431,31,Yes,Travel_Frequently,2,Life Sciences,High,Medium,0,Sales Representative,Very High,Single,2785,No,0,3,Outstanding,1,0,0
1432,39,No,Travel_Rarely,2,Life Sciences,Low,Very High,2,Sales Executive,High,Single,7880,No,0,9,Excellent,8,7,7
1433,51,No,Travel_Rarely,8,Life Sciences,Medium,Medium,2,Research Director,Medium,Married,12490,No,2,16,Low,10,9,7
1434,41,No,Travel_Frequently,1,Marketing,High,High,1,Sales Executive,Low,Divorced,4103,No,1,10,Excellent,9,3,7
1435,29,No,Travel_Frequently,10,Life Sciences,Very High,High,0,Research Scientist,Medium,Divorced,3291,No,2,8,Good,7,5,1
1436,58,Yes,Travel_Frequently,2,Life Sciences,Very High,Medium,0,Laboratory Technician,Very High,Divorced,2380,Yes,1,3,Good,1,0,0
1437,30,No,Travel_Rarely,1,Medical,Very High,High,0,Laboratory Technician,Medium,Married,3748,No,0,12,Good,12,8,7
1438,49,No,Travel_Frequently,8,Life Sciences,High,Medium,1,Research Scientist,Medium,Married,5130,No,1,10,Excellent,10,7,7
1439,51,No,Travel_Rarely,1,Life Sciences,High,High,0,Research Scientist,Very High,Married,2723,No,0,1,Good,1,0,0
1440,24,No,Travel_Rarely,17,Other,Very High,Medium,0,Laboratory Technician,Medium,Married,2127,No,1,1,Excellent,1,0,0
1441,39,Yes,Travel_Rarely,23,Medical,High,High,0,Research Scientist,Low,Single,3904,No,0,6,Excellent,5,2,3
1442,52,No,Travel_Rarely,2,Life Sciences,High,Medium,0,Laboratory Technician,Very High,Single,3212,No,0,6,Good,2,2,2
1443,35,No,Travel_Rarely,6,Life Sciences,Medium,Low,1,Research Scientist,Very High,Single,6646,No,0,17,Excellent,17,11,8
1444,24,No,Travel_Frequently,2,Technical Degree,Low,High,0,Research Scientist,Very High,Single,3760,Yes,0,6,Excellent,6,3,3
1445,45,Yes,Travel_Rarely,2,Marketing,Low,Low,4,Manager,Medium,Single,18824,Yes,0,26,Excellent,24,10,11
1446,30,No,Travel_Rarely,8,Life Sciences,Medium,Very High,2,Research Director,Low,Married,11416,Yes,3,9,Good,8,7,7
1447,26,Yes,Non-Travel,29,Medical,Medium,Low,1,Sales Executive,Low,Single,4969,No,0,7,Excellent,2,2,2
1448,42,No,Travel_Frequently,2,Life Sciences,Very High,High,2,Healthcare Representative,Very High,Married,10124,Yes,1,24,Low,20,8,9
1449,38,No,Travel_Rarely,16,Life Sciences,Medium,High,1,Sales Executive,Medium,Single,4198,No,0,8,Outstanding,3,2,2
1450,34,No,Travel_Rarely,27,Medical,Very High,High,0,Research Scientist,Medium,Single,2311,No,0,9,Excellent,3,2,2
1451,51,No,Travel_Frequently,6,Medical,Medium,Medium,0,Laboratory Technician,High,Single,2838,No,0,8,Good,7,0,7
1452,38,No,Travel_Rarely,7,Medical,Low,Very High,1,Sales Executive,Low,Divorced,5605,Yes,1,8,Excellent,8,0,7
1453,44,No,Travel_Rarely,9,Life Sciences,Medium,High,0,Research Scientist,Low,Married,2559,Yes,0,8,Excellent,8,7,1
1454,42,No,Travel_Frequently,29,Life Sciences,Low,High,1,Research Scientist,High,Divorced,4556,No,1,19,Excellent,5,4,2
1455,38,No,Travel_Rarely,1,Life Sciences,Medium,Very High,1,Healthcare Representative,Very High,Single,7625,No,0,10,Good,9,7,8
1456,40,Yes,Travel_Rarely,25,Marketing,Very High,Medium,2,Sales Executive,Medium,Single,9094,Yes,0,9,Excellent,5,4,0
1457,34,No,Travel_Rarely,1,Medical,Low,High,1,Manufacturing Director,Medium,Married,4325,No,0,5,Excellent,5,2,3
1458,29,Yes,Travel_Rarely,18,Medical,High,Medium,0,Research Scientist,Very High,Single,2389,Yes,0,4,Good,4,3,1
1459,27,No,Travel_Rarely,4,Life Sciences,Low,High,0,Research Scientist,High,Divorced,2517,No,3,5,Excellent,5,3,3
1460,54,No,Travel_Rarely,2,Technical Degree,Low,High,2,Research Director,High,Married,13549,No,1,16,Low,4,3,3
1461,48,No,Non-Travel,1,Medical,Low,Very High,3,Manager,Very High,Single,16885,No,0,27,Good,5,4,1
1462,44,No,Travel_Rarely,20,Life Sciences,Very High,High,0,Research Scientist,Medium,Single,3420,No,0,6,Good,5,2,3
1463,41,No,Travel_Rarely,23,Life Sciences,Very High,High,2,Sales Executive,High,Single,7082,Yes,0,21,Excellent,2,0,2
1464,53,No,Travel_Rarely,1,Medical,Very High,High,1,Sales Executive,Low,Single,8381,No,0,18,Outstanding,14,7,10
1465,28,Yes,Non-Travel,24,Technical Degree,Medium,Medium,2,Healthcare Representative,Low,Single,8722,No,0,10,Good,10,7,9
1466,38,No,Travel_Rarely,1,Life Sciences,High,High,2,Manufacturing Director,High,Single,7861,Yes,0,10,Outstanding,1,0,0
1467,50,No,Travel_Rarely,17,Life Sciences,Very High,Medium,2,Research Director,Low,Divorced,13269,No,3,19,Excellent,14,11,11
1468,28,Yes,Travel_Rarely,12,Life Sciences,High,High,0,Laboratory Technician,Very High,Married,2515,Yes,0,1,Good,1,1,0
1469,40,No,Non-Travel,16,Life Sciences,High,High,0,Research Scientist,High,Divorced,3544,No,1,6,Excellent,4,2,0
1470,19,Yes,Travel_Frequently,1,Technical Degree,High,Low,0,Sales Representative,Low,Single,2325,No,0,1,Outstanding,0,0,0
